Age,Gender,Region,Educational_Background,Technical_Skills,Experience_Level,Preferred_Job_Role,Salary_Expectation,Application_Source,Application_Status,Interview_Score,Certifications_Count
40.0,Non-Binary,Europe,Business,"SQL, PowerBI",0.0,Data Engineer,64470.54,Job Portal,Accepted,91.0,5.0
32.0,Non-Binary,Asia,Engineering,"Python, Tableau",,Data Architect,66053.11,nan,Accepted,43.0,0.0
32.0,Male,Oceania,Business,"Python, SQL",3.0,Data Analyst,64565.45,Job Portal,nan,99.0,
30.0,Male,Oceania,Business,"SQL, PowerBI",10.0,Data Analyst,46662.85,Referral,Pending,47.0,3.0
22.0,Female,Europe,Business,"Python, Tableau",7.0,BI Analyst,77569.59,Campus Recruitment,Pending,83.0,1.0
40.0,Prefer Not to Say,South America,Computer Science,"Python, Tableau",2.0,Data Engineer,63463.95,Referral,nan,44.0,2.0
30.0,Male,Africa,Computer Science,"Excel, R",7.0,Data Scientist,67704.93,LinkedIn,Rejected,78.0,3.0
35.0,nan,Oceania,Business,"SQL, PowerBI",,Data Scientist,51788.6,Company Website,Pending,78.0,5.0
20.0,Prefer Not to Say,North America,Engineering,"Excel, R",7.0,ML Engineer,47132.51,Referral,nan,84.0,3.0
28.0,Male,Europe,nan,"Python, SQL",1.0,Data Engineer,68589.63,LinkedIn,Rejected,99.0,
20.0,nan,Africa,Engineering,"Python, SQL",7.0,nan,93321.14,LinkedIn,Rejected,81.0,5.0
,Female,nan,Engineering,nan,1.0,nan,92809.25,Job Portal,Pending,84.0,4.0
35.0,nan,Africa,Engineering,"Python, Tableau",7.0,Data Scientist,56370.47,Referral,Accepted,83.0,5.0
35.0,Male,Oceania,Statistics,"SQL, PowerBI",10.0,Data Architect,58899.42,nan,nan,66.0,
20.0,Non-Binary,Asia,Statistics,nan,5.0,BI Analyst,72552.76,Campus Recruitment,Accepted,53.0,0.0
40.0,Male,North America,Arts,"Python, Tableau",3.0,Data Scientist,30009.34,Campus Recruitment,nan,71.0,2.0
22.0,Non-Binary,Africa,Business,"SQL, PowerBI",2.0,Data Architect,61208.77,Company Website,Pending,62.0,3.0
40.0,Female,nan,nan,"Excel, R",0.0,Data Architect,73339.11,Company Website,Rejected,47.0,2.0
20.0,Female,North America,nan,"Python, SQL",10.0,BI Analyst,66552.47,Job Portal,Rejected,79.0,1.0
,Prefer Not to Say,Oceania,Business,nan,0.0,Data Engineer,41510.75,Referral,Accepted,62.0,4.0
40.0,Prefer Not to Say,Europe,Arts,nan,2.0,ML Engineer,42569.09,Company Website,Rejected,47.0,5.0
26.0,Non-Binary,nan,Engineering,"Python, SQL",3.0,ML Engineer,48533.29,Referral,Accepted,83.0,
40.0,Non-Binary,Africa,Mathematics,"Excel, R",3.0,Data Analyst,68837.91,nan,Pending,70.0,0.0
32.0,Female,nan,Mathematics,"R, Excel",7.0,Data Engineer,57460.95,Campus Recruitment,nan,71.0,5.0
30.0,nan,Oceania,Arts,"R, Excel",0.0,Data Scientist,93357.54,LinkedIn,Pending,,
28.0,Non-Binary,Africa,nan,"R, Excel",2.0,nan,49952.6,Campus Recruitment,Rejected,99.0,0.0
40.0,Non-Binary,nan,Mathematics,"SQL, PowerBI",7.0,ML Engineer,88419.56,Job Portal,Pending,70.0,1.0
22.0,nan,Europe,Computer Science,nan,2.0,Data Architect,51954.92,Referral,Pending,84.0,3.0
22.0,Prefer Not to Say,nan,Business,"Excel, R",,BI Analyst,107738.92,LinkedIn,Rejected,53.0,4.0
40.0,Prefer Not to Say,North America,Mathematics,"SQL, PowerBI",,Data Architect,79933.04,LinkedIn,Rejected,91.0,0.0
24.0,Non-Binary,North America,Statistics,"SQL, PowerBI",0.0,BI Analyst,36743.64,Job Portal,Accepted,44.0,5.0
35.0,Prefer Not to Say,Africa,Statistics,"Excel, R",2.0,Data Scientist,88254.0,LinkedIn,nan,49.0,2.0
40.0,Prefer Not to Say,Oceania,nan,"SQL, PowerBI",2.0,Data Scientist,63068.6,Referral,Pending,,1.0
35.0,Prefer Not to Say,Europe,nan,nan,7.0,Data Engineer,83918.71,Campus Recruitment,Pending,81.0,5.0
26.0,Female,South America,Computer Science,"Excel, R",,Data Scientist,69835.57,Referral,Rejected,68.0,0.0
20.0,Male,North America,Business,"R, Excel",1.0,Data Scientist,64673.32,Company Website,nan,66.0,5.0
26.0,Non-Binary,nan,Computer Science,"R, Excel",1.0,Data Scientist,66193.29,LinkedIn,Pending,68.0,3.0
40.0,Non-Binary,South America,Business,"SQL, PowerBI",5.0,nan,52429.8,LinkedIn,Accepted,47.0,4.0
22.0,Female,nan,Business,"Python, SQL",7.0,ML Engineer,63388.68,Referral,Accepted,,
24.0,Male,Africa,nan,"Excel, R",5.0,Data Engineer,50615.72,nan,Rejected,70.0,0.0
,Male,South America,Mathematics,"Python, Tableau",3.0,nan,62919.07,Job Portal,Pending,79.0,3.0
35.0,Female,Oceania,Statistics,"Python, Tableau",1.0,nan,72925.94,nan,Accepted,68.0,3.0
30.0,nan,nan,Arts,"SQL, PowerBI",1.0,Data Scientist,85866.1,Referral,Pending,,1.0
35.0,nan,Oceania,Mathematics,"Python, SQL",1.0,nan,92298.28,Campus Recruitment,Rejected,62.0,5.0
32.0,Male,nan,nan,"Excel, R",1.0,Data Scientist,69813.18,Job Portal,Rejected,78.0,3.0
28.0,nan,South America,Engineering,"R, Excel",3.0,Data Architect,53111.21,LinkedIn,nan,91.0,1.0
40.0,nan,Oceania,Computer Science,"SQL, PowerBI",0.0,Data Architect,69224.42,nan,Pending,66.0,2.0
26.0,nan,North America,nan,"Excel, R",3.0,nan,67572.69,nan,Accepted,83.0,5.0
30.0,Male,Africa,Engineering,"Excel, R",0.0,BI Analyst,89765.82,LinkedIn,Rejected,,1.0
22.0,nan,South America,Business,"Excel, R",5.0,ML Engineer,83131.63,Job Portal,Pending,70.0,0.0
22.0,Non-Binary,nan,nan,"Python, SQL",1.0,Data Scientist,73489.7,Job Portal,Pending,84.0,1.0
22.0,Male,North America,Mathematics,"Excel, R",7.0,ML Engineer,92810.56,Job Portal,Accepted,,4.0
,Female,nan,Engineering,"Python, SQL",7.0,Data Engineer,62407.39,LinkedIn,Rejected,44.0,2.0
32.0,nan,South America,Engineering,"Python, SQL",0.0,Data Engineer,79403.19,LinkedIn,nan,99.0,1.0
22.0,Prefer Not to Say,nan,Statistics,nan,10.0,Data Architect,62426.69,nan,Pending,99.0,2.0
22.0,Male,North America,nan,"Excel, R",10.0,Data Analyst,62926.82,nan,Rejected,83.0,5.0
40.0,Female,Oceania,Engineering,nan,10.0,nan,38977.49,LinkedIn,nan,99.0,1.0
32.0,Non-Binary,Oceania,Statistics,"R, Excel",3.0,nan,71513.5,LinkedIn,Rejected,83.0,3.0
24.0,Female,Africa,Statistics,nan,0.0,BI Analyst,71937.5,LinkedIn,Rejected,44.0,3.0
24.0,nan,nan,Business,nan,2.0,Data Analyst,67945.08,Referral,Pending,70.0,5.0
32.0,Prefer Not to Say,Oceania,Statistics,"Excel, R",5.0,ML Engineer,76810.93,Referral,Pending,83.0,0.0
28.0,nan,Europe,Business,"R, Excel",5.0,BI Analyst,84993.02,Referral,Accepted,49.0,3.0
,Female,North America,Statistics,"SQL, PowerBI",,Data Architect,69736.42,Job Portal,Accepted,70.0,4.0
30.0,Male,North America,Statistics,"Python, Tableau",1.0,Data Scientist,79051.62,LinkedIn,Rejected,83.0,3.0
35.0,Prefer Not to Say,South America,nan,"SQL, PowerBI",1.0,Data Architect,75604.66,nan,Pending,71.0,4.0
40.0,Prefer Not to Say,Africa,nan,"Python, SQL",,Data Architect,86145.69,nan,Rejected,,1.0
20.0,Female,Asia,Business,"SQL, PowerBI",3.0,BI Analyst,77997.22,Referral,Pending,47.0,5.0
24.0,nan,Oceania,Engineering,"Python, Tableau",0.0,BI Analyst,97338.34,Job Portal,nan,71.0,1.0
32.0,Female,Asia,Computer Science,"Python, Tableau",2.0,Data Engineer,73974.39,Campus Recruitment,Pending,49.0,4.0
30.0,Prefer Not to Say,Europe,Mathematics,"R, Excel",5.0,Data Analyst,55940.09,Company Website,Rejected,,0.0
32.0,Female,Africa,Mathematics,"SQL, PowerBI",0.0,Data Engineer,88926.9,Campus Recruitment,Accepted,47.0,
35.0,Prefer Not to Say,North America,Business,"Python, SQL",2.0,Data Engineer,79621.58,Campus Recruitment,Pending,71.0,3.0
30.0,nan,Asia,Engineering,nan,7.0,Data Analyst,77129.44,Company Website,Rejected,91.0,4.0
24.0,Male,Europe,nan,nan,0.0,Data Engineer,46856.41,nan,nan,70.0,3.0
22.0,Male,Africa,nan,"Python, SQL",1.0,BI Analyst,92332.35,Job Portal,Accepted,84.0,
32.0,Female,Europe,Computer Science,"R, Excel",7.0,ML Engineer,85023.6,Company Website,Accepted,47.0,2.0
20.0,Prefer Not to Say,Oceania,Arts,nan,7.0,Data Scientist,74710.53,Job Portal,nan,53.0,0.0
24.0,Male,Asia,nan,"R, Excel",5.0,nan,27296.21,Campus Recruitment,Pending,78.0,1.0
26.0,Prefer Not to Say,South America,Business,nan,2.0,Data Scientist,64926.08,Company Website,nan,43.0,4.0
20.0,nan,South America,Arts,nan,10.0,nan,98689.44,Campus Recruitment,Rejected,99.0,2.0
28.0,Female,Africa,Mathematics,"SQL, PowerBI",1.0,nan,77155.17,Company Website,nan,84.0,5.0
,Prefer Not to Say,Europe,Mathematics,"R, Excel",7.0,Data Engineer,51850.24,Company Website,Accepted,78.0,4.0
24.0,Female,North America,nan,"Python, Tableau",10.0,Data Analyst,61641.03,LinkedIn,Pending,83.0,5.0
22.0,Prefer Not to Say,Asia,Computer Science,"Python, SQL",3.0,BI Analyst,64021.84,Referral,Rejected,99.0,
24.0,Prefer Not to Say,South America,Computer Science,nan,3.0,Data Engineer,86938.35,Referral,Pending,91.0,4.0
35.0,nan,South America,Arts,"Python, Tableau",1.0,BI Analyst,47365.55,Campus Recruitment,nan,62.0,5.0
30.0,Female,Europe,nan,"Excel, R",2.0,BI Analyst,85856.55,Campus Recruitment,nan,71.0,
32.0,Non-Binary,South America,Mathematics,"Python, Tableau",,nan,81845.45,Campus Recruitment,Rejected,47.0,4.0
30.0,Prefer Not to Say,nan,Computer Science,"Python, SQL",2.0,nan,103634.01,LinkedIn,nan,43.0,4.0
30.0,Prefer Not to Say,Europe,Computer Science,"Excel, R",5.0,Data Architect,77993.51,LinkedIn,Pending,47.0,1.0
24.0,Male,Asia,Mathematics,"SQL, PowerBI",1.0,nan,51411.11,Campus Recruitment,nan,71.0,1.0
35.0,Female,Europe,nan,"Excel, R",3.0,Data Scientist,69279.45,LinkedIn,Pending,83.0,1.0
32.0,Non-Binary,South America,Mathematics,"R, Excel",1.0,ML Engineer,55128.22,Company Website,nan,44.0,0.0
32.0,nan,Europe,Engineering,"Python, SQL",0.0,ML Engineer,75833.57,Company Website,Rejected,53.0,5.0
30.0,Non-Binary,South America,Statistics,"R, Excel",2.0,Data Analyst,96143.56,Company Website,Pending,99.0,1.0
28.0,nan,Oceania,Computer Science,"Python, Tableau",7.0,ML Engineer,57129.25,Referral,Rejected,68.0,3.0
,Non-Binary,Africa,Arts,"SQL, PowerBI",,Data Engineer,83973.42,Company Website,Accepted,47.0,1.0
35.0,Non-Binary,South America,nan,"Python, SQL",0.0,Data Scientist,60713.13,Referral,Accepted,68.0,4.0
28.0,Female,nan,Business,"SQL, PowerBI",3.0,Data Scientist,46738.34,Company Website,nan,68.0,4.0
40.0,Male,nan,Business,nan,2.0,BI Analyst,93980.14,Campus Recruitment,Pending,84.0,3.0
40.0,Non-Binary,nan,Mathematics,"Python, SQL",3.0,Data Engineer,73490.55,Referral,nan,84.0,2.0
20.0,Prefer Not to Say,nan,Statistics,"R, Excel",3.0,Data Engineer,77371.54,LinkedIn,Rejected,84.0,4.0
30.0,Prefer Not to Say,South America,nan,"Python, Tableau",3.0,BI Analyst,82925.6,nan,nan,47.0,4.0
32.0,Prefer Not to Say,South America,nan,"Excel, R",5.0,Data Architect,44488.72,Referral,Accepted,,1.0
24.0,Male,Africa,Arts,"SQL, PowerBI",3.0,Data Architect,66014.71,Job Portal,Rejected,43.0,1.0
32.0,Non-Binary,Oceania,Engineering,"Python, SQL",3.0,BI Analyst,45360.05,Referral,Accepted,,4.0
32.0,nan,North America,Computer Science,"Python, SQL",0.0,Data Scientist,62149.53,Company Website,Rejected,53.0,3.0
22.0,nan,South America,Engineering,nan,0.0,nan,87239.16,Company Website,Rejected,79.0,4.0
32.0,Female,North America,nan,"SQL, PowerBI",0.0,Data Engineer,76742.88,Company Website,Accepted,79.0,1.0
20.0,Male,Asia,Arts,"Excel, R",2.0,ML Engineer,60743.49,LinkedIn,nan,99.0,5.0
28.0,Non-Binary,Oceania,Engineering,"Python, Tableau",5.0,ML Engineer,70370.72,Campus Recruitment,Accepted,,1.0
40.0,Prefer Not to Say,Europe,Mathematics,"Python, SQL",2.0,nan,67818.32,Referral,Pending,47.0,
32.0,Male,North America,Business,"Python, SQL",5.0,nan,74663.66,LinkedIn,Rejected,81.0,1.0
32.0,Male,nan,Mathematics,"SQL, PowerBI",5.0,Data Scientist,60619.48,Job Portal,Pending,49.0,
22.0,Non-Binary,Oceania,Computer Science,"SQL, PowerBI",1.0,ML Engineer,68161.65,Referral,Accepted,70.0,3.0
35.0,Female,Asia,Mathematics,"Python, SQL",7.0,ML Engineer,72269.04,nan,Accepted,70.0,4.0
24.0,Female,Oceania,Arts,"Python, SQL",1.0,nan,76386.89,Company Website,nan,83.0,1.0
35.0,Female,Europe,nan,nan,1.0,Data Engineer,73291.56,LinkedIn,Rejected,83.0,2.0
24.0,Prefer Not to Say,South America,Arts,"Python, SQL",5.0,Data Engineer,45428.68,LinkedIn,nan,47.0,5.0
,Prefer Not to Say,South America,Computer Science,"R, Excel",5.0,Data Analyst,51100.62,Referral,Rejected,79.0,1.0
32.0,Non-Binary,nan,Computer Science,"Python, SQL",2.0,Data Engineer,79359.82,nan,Accepted,70.0,0.0
22.0,Female,South America,Business,"Python, Tableau",5.0,Data Analyst,66185.82,LinkedIn,Pending,,
26.0,Non-Binary,Africa,Engineering,"Python, Tableau",10.0,Data Architect,63333.0,LinkedIn,Rejected,49.0,2.0
30.0,Female,Africa,Business,nan,3.0,Data Engineer,66230.37,LinkedIn,Rejected,78.0,1.0
40.0,Male,Africa,Mathematics,"Excel, R",3.0,BI Analyst,66210.27,Referral,Pending,84.0,0.0
28.0,nan,nan,Engineering,"SQL, PowerBI",5.0,Data Engineer,43487.56,Company Website,Accepted,44.0,3.0
40.0,nan,Africa,Computer Science,"Excel, R",3.0,Data Analyst,95939.47,nan,Accepted,47.0,0.0
28.0,Female,Asia,Arts,"Python, SQL",5.0,ML Engineer,68309.7,LinkedIn,Accepted,71.0,4.0
,Non-Binary,nan,Mathematics,"SQL, PowerBI",10.0,Data Engineer,70218.17,LinkedIn,nan,91.0,5.0
35.0,Prefer Not to Say,Oceania,Business,"Python, SQL",1.0,ML Engineer,71181.5,Campus Recruitment,Accepted,84.0,4.0
20.0,Female,Asia,nan,"SQL, PowerBI",,ML Engineer,84433.49,nan,Pending,99.0,3.0
32.0,Female,South America,Statistics,nan,5.0,Data Engineer,80254.59,nan,nan,49.0,3.0
26.0,Prefer Not to Say,Europe,Statistics,"R, Excel",1.0,Data Engineer,68877.26,Job Portal,Accepted,70.0,3.0
28.0,Female,Africa,Computer Science,"R, Excel",10.0,BI Analyst,56910.53,Campus Recruitment,Rejected,79.0,0.0
30.0,Male,Oceania,nan,"R, Excel",0.0,Data Architect,88550.47,Company Website,Rejected,,0.0
28.0,Prefer Not to Say,Europe,Engineering,nan,3.0,Data Analyst,70840.53,Campus Recruitment,Rejected,68.0,
20.0,Male,nan,Statistics,"Excel, R",10.0,Data Engineer,78923.85,Referral,Pending,79.0,3.0
40.0,nan,nan,Engineering,"SQL, PowerBI",0.0,ML Engineer,53731.18,Campus Recruitment,Pending,70.0,0.0
22.0,Prefer Not to Say,Asia,Arts,"Excel, R",3.0,ML Engineer,79736.33,Referral,Rejected,62.0,4.0
40.0,Prefer Not to Say,Africa,Computer Science,"SQL, PowerBI",10.0,Data Engineer,48622.91,Campus Recruitment,nan,70.0,1.0
,Non-Binary,nan,Computer Science,"Python, SQL",10.0,Data Analyst,64040.13,Campus Recruitment,Accepted,83.0,2.0
22.0,Non-Binary,Asia,Mathematics,"R, Excel",7.0,Data Architect,71993.57,Job Portal,Accepted,49.0,3.0
40.0,Prefer Not to Say,Asia,Mathematics,"R, Excel",7.0,ML Engineer,96059.59,nan,Accepted,70.0,4.0
30.0,nan,North America,nan,"SQL, PowerBI",7.0,Data Architect,79875.45,Referral,Accepted,70.0,0.0
40.0,Female,Oceania,Engineering,"Excel, R",0.0,Data Architect,91561.15,Company Website,Rejected,91.0,2.0
30.0,Non-Binary,Asia,Statistics,"Excel, R",10.0,BI Analyst,76900.17,nan,Accepted,79.0,
30.0,nan,South America,Statistics,"Python, Tableau",7.0,ML Engineer,53350.64,LinkedIn,Pending,84.0,3.0
22.0,nan,nan,Business,"R, Excel",,Data Analyst,53435.95,Company Website,Accepted,84.0,0.0
35.0,Non-Binary,Asia,Engineering,"R, Excel",5.0,Data Scientist,81420.81,Campus Recruitment,nan,43.0,
24.0,Female,Africa,Statistics,"Excel, R",7.0,BI Analyst,54973.73,Company Website,Accepted,70.0,0.0
32.0,Non-Binary,nan,Mathematics,"R, Excel",0.0,BI Analyst,46841.72,Campus Recruitment,nan,62.0,2.0
28.0,nan,nan,Mathematics,"Excel, R",10.0,Data Scientist,55360.16,Campus Recruitment,Rejected,84.0,0.0
24.0,Male,South America,Mathematics,"Python, Tableau",3.0,BI Analyst,74022.77,LinkedIn,nan,43.0,2.0
20.0,Non-Binary,Asia,Engineering,"SQL, PowerBI",2.0,BI Analyst,58093.56,Job Portal,Accepted,53.0,4.0
35.0,nan,South America,Computer Science,"SQL, PowerBI",3.0,BI Analyst,88827.36,Job Portal,nan,53.0,
24.0,Non-Binary,Asia,nan,"Python, Tableau",2.0,ML Engineer,76405.24,LinkedIn,Rejected,91.0,
22.0,nan,Oceania,Business,"R, Excel",5.0,ML Engineer,72837.57,Company Website,Rejected,43.0,3.0
20.0,Female,South America,Business,"Python, SQL",10.0,Data Engineer,75817.22,Referral,Accepted,81.0,0.0
26.0,nan,Europe,Mathematics,"R, Excel",3.0,Data Engineer,79056.46,LinkedIn,Rejected,79.0,1.0
35.0,Prefer Not to Say,North America,Arts,"Excel, R",0.0,ML Engineer,79274.03,nan,nan,44.0,2.0
24.0,Male,South America,Engineering,nan,5.0,BI Analyst,57744.9,Campus Recruitment,Pending,99.0,4.0
20.0,nan,Africa,Statistics,"Python, SQL",,Data Analyst,88909.8,nan,Rejected,83.0,5.0
26.0,Non-Binary,North America,Statistics,"Python, Tableau",3.0,Data Scientist,79421.32,Job Portal,nan,66.0,1.0
40.0,Non-Binary,North America,nan,"SQL, PowerBI",5.0,Data Engineer,64075.65,Job Portal,Rejected,,3.0
20.0,nan,Asia,Computer Science,"SQL, PowerBI",,nan,81589.89,Company Website,Accepted,44.0,4.0
22.0,Prefer Not to Say,South America,Mathematics,"R, Excel",10.0,nan,50012.87,Referral,Accepted,70.0,2.0
40.0,nan,Oceania,Arts,"SQL, PowerBI",10.0,BI Analyst,82826.65,nan,Rejected,78.0,4.0
22.0,Female,nan,Mathematics,"R, Excel",2.0,nan,74320.43,LinkedIn,Pending,70.0,
24.0,Prefer Not to Say,North America,Arts,"Excel, R",5.0,Data Engineer,37830.98,Campus Recruitment,Pending,78.0,5.0
32.0,nan,Africa,Business,"Excel, R",10.0,Data Architect,99968.19,nan,nan,91.0,
24.0,Male,Oceania,Arts,"Python, Tableau",0.0,Data Analyst,50393.6,Campus Recruitment,nan,81.0,4.0
40.0,Prefer Not to Say,Oceania,Business,nan,3.0,Data Architect,78610.27,Referral,Rejected,83.0,4.0
30.0,nan,Africa,Business,"Excel, R",2.0,BI Analyst,91215.05,Company Website,nan,49.0,3.0
24.0,Male,nan,Engineering,"R, Excel",5.0,nan,30786.37,nan,Rejected,44.0,1.0
40.0,nan,Africa,nan,"SQL, PowerBI",1.0,ML Engineer,73489.3,Referral,Rejected,49.0,4.0
20.0,Female,Asia,Arts,"Excel, R",2.0,Data Analyst,83293.47,Company Website,Rejected,70.0,
,Non-Binary,Europe,Computer Science,"Excel, R",2.0,Data Engineer,86741.51,Company Website,Accepted,62.0,0.0
24.0,nan,nan,Computer Science,"R, Excel",0.0,nan,88252.29,nan,Rejected,62.0,4.0
20.0,Prefer Not to Say,South America,Arts,"Excel, R",0.0,BI Analyst,83888.94,LinkedIn,Rejected,44.0,4.0
22.0,nan,North America,nan,"SQL, PowerBI",,Data Architect,64960.31,LinkedIn,Pending,70.0,3.0
35.0,nan,South America,Engineering,nan,5.0,BI Analyst,76889.64,Campus Recruitment,nan,78.0,3.0
32.0,nan,Oceania,Computer Science,"SQL, PowerBI",,Data Scientist,100171.51,Job Portal,Rejected,68.0,
22.0,nan,North America,Mathematics,nan,1.0,nan,88954.01,nan,Rejected,62.0,3.0
22.0,Prefer Not to Say,nan,Computer Science,"SQL, PowerBI",,Data Scientist,59996.97,Company Website,Rejected,44.0,
40.0,Prefer Not to Say,Asia,Engineering,"SQL, PowerBI",2.0,Data Architect,85980.42,Campus Recruitment,Rejected,49.0,5.0
30.0,nan,South America,Business,"Python, SQL",5.0,Data Scientist,90344.36,nan,Rejected,43.0,
28.0,Non-Binary,Asia,Business,"SQL, PowerBI",7.0,ML Engineer,56804.33,Job Portal,Pending,,3.0
,nan,Asia,Business,"Python, SQL",1.0,BI Analyst,69684.26,Campus Recruitment,Accepted,84.0,4.0
30.0,Prefer Not to Say,nan,Engineering,"SQL, PowerBI",5.0,BI Analyst,65710.69,Company Website,Accepted,44.0,4.0
40.0,Female,South America,Business,"SQL, PowerBI",2.0,Data Engineer,83867.36,Job Portal,Pending,44.0,2.0
32.0,nan,South America,nan,"R, Excel",5.0,nan,63854.18,Referral,Rejected,91.0,3.0
,nan,nan,Business,nan,0.0,nan,60562.34,LinkedIn,Pending,62.0,2.0
,nan,nan,Engineering,"SQL, PowerBI",0.0,nan,86373.38,LinkedIn,Rejected,47.0,1.0
40.0,nan,North America,Mathematics,"Excel, R",3.0,ML Engineer,51922.56,Job Portal,nan,99.0,
26.0,Male,Oceania,Computer Science,"SQL, PowerBI",1.0,nan,72782.94,nan,Accepted,78.0,3.0
22.0,nan,Oceania,Engineering,"Python, Tableau",7.0,nan,59064.85,Job Portal,Accepted,91.0,5.0
35.0,Prefer Not to Say,nan,Engineering,"R, Excel",2.0,nan,86363.04,Company Website,nan,79.0,5.0
26.0,Prefer Not to Say,Africa,Arts,"R, Excel",1.0,Data Scientist,60828.17,Job Portal,nan,43.0,
40.0,Male,Asia,Business,"SQL, PowerBI",0.0,BI Analyst,70550.65,nan,Accepted,70.0,1.0
26.0,nan,Oceania,Statistics,"Python, Tableau",7.0,Data Scientist,34133.72,LinkedIn,nan,62.0,5.0
35.0,Non-Binary,Europe,Mathematics,nan,2.0,Data Analyst,70027.09,Company Website,nan,,0.0
40.0,nan,nan,Statistics,"SQL, PowerBI",,ML Engineer,67350.24,nan,Rejected,53.0,4.0
40.0,Prefer Not to Say,nan,Arts,"Excel, R",3.0,Data Scientist,71073.63,Campus Recruitment,nan,83.0,4.0
,Female,North America,Mathematics,"R, Excel",0.0,ML Engineer,89529.16,LinkedIn,Rejected,47.0,2.0
26.0,Female,nan,Business,"R, Excel",0.0,Data Architect,78972.33,Referral,nan,78.0,4.0
20.0,Non-Binary,North America,Statistics,nan,7.0,nan,75934.65,Company Website,Pending,83.0,1.0
24.0,nan,Africa,Business,"Python, Tableau",1.0,BI Analyst,58919.26,Referral,Rejected,71.0,4.0
40.0,Male,Africa,Business,"Python, SQL",10.0,Data Analyst,102055.74,Job Portal,Rejected,49.0,3.0
26.0,nan,nan,Computer Science,nan,5.0,Data Engineer,42425.22,Campus Recruitment,Accepted,62.0,0.0
28.0,Non-Binary,Asia,Mathematics,"Python, Tableau",10.0,nan,52054.05,Job Portal,nan,71.0,2.0
32.0,Non-Binary,North America,Mathematics,"Excel, R",,Data Analyst,58532.13,LinkedIn,Rejected,81.0,
28.0,Non-Binary,North America,Arts,"Python, Tableau",1.0,ML Engineer,72852.02,Campus Recruitment,Pending,70.0,2.0
26.0,Female,Europe,Engineering,nan,0.0,Data Analyst,70652.33,nan,Pending,78.0,2.0
22.0,nan,Asia,Business,"Python, SQL",1.0,BI Analyst,58683.27,LinkedIn,Accepted,91.0,3.0
22.0,nan,Asia,Business,"Excel, R",5.0,ML Engineer,72642.45,Campus Recruitment,nan,71.0,4.0
26.0,Male,Oceania,Statistics,"Excel, R",3.0,nan,87372.81,Referral,Rejected,66.0,3.0
,Non-Binary,Africa,Arts,"Python, SQL",2.0,ML Engineer,70834.72,LinkedIn,Accepted,99.0,1.0
,Non-Binary,Oceania,Mathematics,"SQL, PowerBI",0.0,BI Analyst,51112.22,nan,nan,43.0,5.0
40.0,Prefer Not to Say,Asia,Computer Science,"Python, Tableau",1.0,Data Architect,68441.21,LinkedIn,nan,68.0,4.0
35.0,Prefer Not to Say,nan,Mathematics,nan,0.0,Data Scientist,57734.71,Job Portal,Accepted,68.0,3.0
24.0,Female,Europe,Computer Science,"Excel, R",2.0,Data Engineer,49031.1,nan,Pending,83.0,1.0
40.0,nan,nan,Computer Science,nan,,Data Architect,70580.47,Company Website,Accepted,68.0,1.0
28.0,Male,nan,Mathematics,"Python, Tableau",1.0,nan,56430.71,nan,Accepted,47.0,3.0
24.0,Male,Asia,Statistics,"Python, SQL",,Data Architect,65037.93,LinkedIn,Pending,66.0,3.0
